,Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type,Sales Outlier
1791,0,76,34,45,211,0,70,30,2019-11-30,North,Northwest Territories,Hay River,4500,Small Market,Espresso,Regular Espresso,Regular,Normal
1792,0,23,10,16,596,10,20,0,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1793,0,76,34,45,211,0,60,20,2019-11-30,North,Nunavut,Rankin Inlet,636,Small Market,Tea,Earl Grey,Regular,Normal
1794,1,147,61,85,613,0,100,40,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular,Normal
1795,1,147,61,85,-906,10,110,40,2019-11-30,North,Yukon,Whitehorse,504,Small Market,Espresso,Caffe Latte,Regular,Normal
1796,2,147,61,84,613,10,140,60,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1797,2,147,61,84,613,0,120,50,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular,Normal
1798,5,64,29,30,1003,10,50,20,2019-11-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Lemon,Decaf,Normal
1799,5,64,29,30,1003,20,60,20,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular,Normal
1800,5,64,29,30,1003,20,70,30,2019-11-30,Central,Ontario,Waterloo,775,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1801,8,82,35,39,248,20,60,20,2019-11-30,Atlantic,New Brunswick,Bathurst,580,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1802,8,39,15,16,848,20,40,10,2019-11-30,North,Northwest Territories,Hay River,4500,Small Market,Tea,Darjeeling,Regular,Normal
1803,8,39,15,16,848,10,30,10,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Amaretto,Regular,Normal
1804,9,39,15,15,848,10,30,10,2019-11-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1805,9,82,35,38,248,10,50,20,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Earl Grey,Regular,Normal
1806,9,82,35,38,248,10,60,20,2019-11-30,North,Nunavut,Kugluktuk,417,Small Market,Tea,Darjeeling,Regular,Normal
1807,9,39,15,15,848,10,30,10,2019-11-30,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular,Normal
1808,11,52,22,19,570,30,60,20,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1809,11,52,22,19,570,20,50,20,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Latte,Regular,Normal
1810,11,52,22,19,570,10,30,10,2019-11-30,Prairie,Saskatchewan,Saskatoon,561,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1811,13,121,54,54,391,20,110,50,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1812,13,121,54,54,391,20,110,50,2019-11-30,Central,Quebec,Gatieau,918,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1813,13,121,54,54,391,10,80,40,2019-11-30,Prairie,Saskatchewan,Saskatoon,407,Major Market,Herbal Tea,Lemon,Decaf,Normal
1814,14,121,54,53,391,20,110,50,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular,Normal
1815,14,128,53,61,470,40,150,60,2019-11-30,Central,Ontario,Ottawa,971,Small Market,Coffee,Colombian,Regular,Normal
1816,15,124,55,54,410,20,100,40,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Tea,Darjeeling,Regular,Normal
1817,15,124,55,54,410,20,90,40,2019-11-30,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Herbal Tea,Lemon,Decaf,Normal
1818,15,224,94,115,694,20,200,80,2019-11-30,Central,Quebec,Gatieau,580,Small Market,Herbal Tea,Lemon,Decaf,Normal
1819,15,224,94,115,694,20,210,90,2019-11-30,Prairie,Saskatchewan,Prince Albert,754,Major Market,Espresso,Caffe Mocha,Regular,Normal
1820,16,124,55,53,410,40,150,70,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1821,16,224,94,114,694,30,220,90,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular,Normal
1822,16,56,22,18,802,40,70,20,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1823,16,224,94,114,694,40,260,110,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1824,16,124,55,53,410,30,120,50,2019-11-30,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Latte,Regular,Normal
1825,17,56,22,17,802,20,50,20,2019-11-30,Central,Ontario,Waterloo,775,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1826,19,63,25,19,823,20,50,20,2019-11-30,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Chamomile,Decaf,Normal
1827,20,109,43,46,452,30,120,50,2019-11-30,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Colombian,Regular,Normal
1828,20,109,43,46,452,30,100,40,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Lemon,Decaf,Normal
1829,20,109,43,46,452,30,90,30,2019-11-30,North,Northwest Territories,Hay River,4500,Small Market,Coffee,Colombian,Regular,Normal
1830,23,70,28,19,875,40,70,20,2019-11-30,Prairie,Saskatchewan,Saskatoon,352,Major Market,Tea,Darjeeling,Regular,Normal
1831,26,92,40,26,536,40,100,40,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1832,26,289,121,142,912,40,280,110,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Espresso,Caffe Mocha,Regular,Normal
1833,26,124,53,45,380,40,120,50,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1834,26,289,121,142,912,20,260,110,2019-11-30,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1835,27,92,40,25,536,40,90,30,2019-11-30,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Colombian,Regular,Normal
1836,27,92,40,25,536,30,80,30,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Mint,Decaf,Normal
1837,27,124,53,44,380,50,140,60,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Colombian,Regular,Normal
1838,27,81,33,21,836,30,70,30,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Latte,Regular,Normal
1839,27,78,31,20,856,40,70,20,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf,Normal
1840,27,81,33,21,836,50,100,40,2019-11-30,North,Nunavut,Iqaluit,314,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1841,27,92,40,25,536,30,80,30,2019-11-30,Central,Quebec,Montreal,773,Major Market,Herbal Tea,Lemon,Decaf,Normal
1842,28,80,32,20,482,30,50,20,2019-11-30,Central,Ontario,Ottawa,541,Small Market,Tea,Darjeeling,Regular,Normal
1843,28,78,31,19,856,40,80,30,2019-11-30,Prairie,Saskatchewan,Saskatoon,561,Major Market,Tea,Green Tea,Regular,Normal
1844,28,78,31,19,856,50,90,30,2019-11-30,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1845,29,125,57,39,1042,30,100,40,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Tea,Earl Grey,Regular,Normal
1846,29,80,32,19,482,30,70,30,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1847,29,80,32,19,482,40,80,30,2019-11-30,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Green Tea,Regular,Normal
1848,29,80,32,19,482,30,60,20,2019-11-30,Central,Quebec,Gatieau,918,Small Market,Espresso,Caffe Mocha,Regular,Normal
1849,30,88,36,22,862,40,80,30,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf,Normal
1850,30,113,46,37,316,30,100,40,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1851,30,113,46,37,316,40,100,40,2019-11-30,North,Northwest Territories,Hay River,4500,Small Market,Coffee,Amaretto,Regular,Normal
1852,30,88,36,22,862,40,100,40,2019-11-30,Central,Quebec,Gatieau,580,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1853,31,114,46,37,424,30,100,40,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Lemon,Decaf,Normal
1854,31,88,36,21,862,40,90,30,2019-11-30,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Tea,Darjeeling,Regular,Normal
1855,31,43,0,12,387,40,50,0,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1856,31,43,0,12,387,30,40,0,2019-11-30,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Latte,Regular,Normal
1857,32,138,59,47,411,40,120,50,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Mint,Decaf,Normal
1858,32,138,59,47,411,40,120,50,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1859,32,114,46,36,424,40,110,40,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular,Normal
1860,32,43,0,11,387,30,40,0,2019-11-30,North,Northwest Territories,Hay River,4500,Small Market,Tea,Green Tea,Regular,Normal
1861,32,114,46,36,424,50,130,50,2019-11-30,Central,Ontario,Kitchener,503,Large Market,Coffee,Decaf Irish Cream,Decaf,Normal
1862,33,138,59,46,411,50,130,50,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular,Normal
1863,33,90,36,21,809,40,90,30,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Tea,Green Tea,Regular,Normal
1864,33,120,49,38,454,20,90,40,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular,Normal
1865,33,138,59,46,411,50,130,50,2019-11-30,Central,Ontario,Kitchener,503,Small Market,Espresso,Caffe Mocha,Regular,Normal
1866,34,120,49,37,454,30,80,30,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular,Normal
1867,34,120,49,37,454,30,90,30,2019-11-30,North,Yukon,Whitehorse,225,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1868,38,184,82,64,601,30,130,60,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Herbal Tea,Lemon,Decaf,Normal
1869,38,150,69,43,1060,30,100,50,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Herbal Tea,Mint,Decaf,Normal
1870,38,184,82,64,601,60,210,90,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1871,38,150,69,43,1060,40,140,60,2019-11-30,North,Nunavut,Iqaluit,314,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1872,38,184,82,64,601,40,180,80,2019-11-30,North,Nunavut,Pangnirtung,573,Small Market,Coffee,Colombian,Regular,Normal
1873,38,184,82,64,601,40,170,70,2019-11-30,North,Yukon,Whitehorse,337,Small Market,Herbal Tea,Lemon,Decaf,Normal
1874,39,150,69,42,1060,50,170,80,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Coffee,Amaretto,Regular,Normal
1875,44,115,47,24,834,40,100,40,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf,Normal
1876,44,164,75,45,1063,30,110,50,2019-11-30,Prairie,Saskatchewan,Prince Albert,954,Major Market,Herbal Tea,Mint,Decaf,Normal
1877,44,115,47,24,834,60,130,50,2019-11-30,North,Yukon,Whitehorse,225,Small Market,Coffee,Colombian,Regular,Normal
1878,45,164,75,44,1063,70,200,90,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular,Normal
1879,45,164,75,44,1063,40,150,70,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1880,47,123,50,26,589,40,80,30,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Tea,Earl Grey,Regular,Normal
1881,47,123,50,26,589,50,120,50,2019-11-30,Atlantic,PEI,Montague,718,Major Market,Tea,Green Tea,Regular,Normal
1882,48,123,50,25,589,70,150,60,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Caffe Mocha,Regular,Normal
1883,48,123,50,25,589,40,90,30,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1884,48,141,53,40,321,50,130,50,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1885,48,123,50,25,589,40,100,40,2019-11-30,Central,Quebec,Montreal,847,Major Market,Tea,Darjeeling,Regular,Normal
1886,49,141,53,39,321,50,100,30,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular,Normal
1887,49,141,53,39,321,30,100,40,2019-11-30,North,Yukon,Whitehorse,225,Small Market,Espresso,Caffe Mocha,Regular,Normal
1888,50,156,63,43,446,70,180,70,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular,Normal
1889,51,132,54,27,885,60,130,50,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Tea,Darjeeling,Regular,Normal
1890,51,180,77,52,557,60,170,70,2019-11-30,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1891,51,132,54,27,885,80,160,60,2019-11-30,North,Nunavut,Iqaluit,314,Small Market,Espresso,Caffe Mocha,Regular,Normal
1892,51,180,77,52,557,60,170,70,2019-11-30,Prairie,Saskatchewan,Prince Albert,561,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1893,52,132,54,26,885,50,120,50,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1894,58,189,75,56,659,100,240,90,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1895,59,189,75,55,-1050,40,140,50,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Latte,Regular,Normal
1896,59,189,75,55,659,40,130,50,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Tea,Green Tea,Regular,Normal
1897,59,189,75,55,659,50,150,60,2019-11-30,Central,Quebec,Montreal,630,Major Market,Tea,Earl Grey,Regular,Normal
1898,62,197,78,57,798,60,160,60,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular,Normal
1899,62,197,78,57,798,50,140,50,2019-11-30,Central,Ontario,Ottawa,971,Small Market,Tea,Earl Grey,Regular,Normal
1900,62,197,78,57,798,40,150,60,2019-11-30,Central,Quebec,Gatieau,918,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1901,63,197,78,56,798,60,170,70,2019-11-30,Prairie,Saskatchewan,Prince Albert,754,Major Market,Coffee,Colombian,Regular,Normal
1902,70,200,88,42,561,60,160,70,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Tea,Green Tea,Regular,Normal
1903,70,200,88,42,561,70,180,80,2019-11-30,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Lemon,Decaf,Normal
1904,71,200,88,41,561,90,230,100,2019-11-30,Central,Quebec,Gatieau,918,Small Market,Coffee,Colombian,Regular,Normal
1905,84,198,81,33,984,80,190,80,2019-11-30,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1906,84,198,81,33,984,80,180,70,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1907,84,198,81,33,984,90,200,80,2019-11-30,Atlantic,PEI,Montague,518,Major Market,Tea,Darjeeling,Regular,Normal
1908,84,198,81,33,984,80,180,70,2019-11-30,Central,Quebec,Montreal,630,Major Market,Herbal Tea,Mint,Decaf,Normal
1909,85,231,101,45,552,90,220,90,2019-11-30,Atlantic,New Brunswick,Miramichi,598,Small Market,Espresso,Caffe Mocha,Regular,Normal
1910,85,231,101,45,552,80,210,90,2019-11-30,North,Yukon,Whitehorse,337,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1911,89,245,102,54,666,70,200,80,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular,Normal
1912,89,245,102,54,666,70,170,70,2019-11-30,Central,Ontario,Ottawa,971,Small Market,Tea,Green Tea,Regular,Normal
1913,89,245,102,54,-2003,60,180,80,2019-11-30,Central,Quebec,Gatieau,918,Small Market,Espresso,Caffe Latte,Regular,Normal
1914,89,245,102,54,666,90,220,90,2019-11-30,Prairie,Saskatchewan,Prince Albert,772,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1915,106,278,113,59,803,110,270,110,2019-11-30,Central,Quebec,Montreal,815,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1916,107,363,181,75,1283,100,330,170,2019-11-30,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1917,107,363,181,75,1283,170,460,230,2019-11-30,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular,Normal
1918,107,278,113,58,803,100,250,100,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf,Normal
1919,107,278,113,58,803,100,250,100,2019-11-30,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Mint,Decaf,Normal
1920,108,363,181,74,1283,120,350,170,2019-11-30,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Espresso,Regular Espresso,Regular,Normal
1921,108,363,181,74,1283,120,350,170,2019-11-30,Central,Ontario,Kitchener,503,Small Market,Espresso,Decaf Espresso,Decaf,Normal
1922,122,325,130,73,1134,130,290,110,2019-11-30,Prairie,Manitoba,Brandon,1200,Small Market,Coffee,Colombian,Regular,Normal
1923,122,325,130,73,1134,120,300,120,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1924,127,290,118,45,930,100,220,90,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Mocha,Regular,Normal
1925,127,290,118,45,930,130,290,120,2019-11-30,Atlantic,PEI,Montague,315,Major Market,Tea,Earl Grey,Regular,Normal
1926,127,290,118,45,930,110,260,110,2019-11-30,Central,Quebec,Montreal,312,Major Market,Herbal Tea,Chamomile,Decaf,Normal
1927,128,290,118,44,930,130,280,110,2019-11-30,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Amaretto,Regular,Normal
1928,128,290,118,44,930,110,210,80,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Tea,Darjeeling,Regular,Normal
1929,128,423,211,84,1778,80,300,150,2019-11-30,Central,Ontario,Waterloo,702,Small Market,Tea,Earl Grey,Regular,Normal
1930,129,423,211,83,1778,140,410,200,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Espresso,Caffe Latte,Regular,Normal
1931,129,423,211,83,1778,110,350,170,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular,Normal
1932,129,423,211,83,1778,200,540,270,2019-11-30,Central,Quebec,Montreal,847,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1933,138,412,173,101,1150,130,380,160,2019-11-30,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Lemon,Decaf,Normal
1934,139,412,173,100,1150,140,400,170,2019-11-30,Central,Quebec,Montreal,815,Major Market,Coffee,Colombian,Regular,Normal
1935,173,545,245,127,1784,130,450,200,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular,Outlier
1936,174,490,225,91,1272,230,580,260,2019-11-30,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Colombian,Regular,Outlier
1937,174,490,225,91,1272,160,450,210,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Lemon,Decaf,Outlier
1938,196,532,228,108,1691,180,490,210,2019-11-30,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf,Outlier
1939,196,532,228,108,1691,140,380,160,2019-11-30,Central,Ontario,Waterloo,702,Small Market,Tea,Darjeeling,Regular,Outlier
1940,196,532,228,108,1691,290,680,290,2019-11-30,Central,Quebec,Montreal,224,Major Market,Espresso,Caffe Mocha,Regular,Outlier
1941,197,532,228,107,1691,190,510,220,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
1942,204,576,245,127,1704,140,420,180,2019-11-30,Atlantic,PEI,Montague,631,Major Market,Herbal Tea,Lemon,Decaf,Outlier
1943,235,623,249,139,2580,310,740,290,2019-11-30,West,British Columbia,Kelowna,620,Major Market,Coffee,Colombian,Regular,Outlier
1944,236,623,249,138,2580,230,560,220,2019-11-30,Atlantic,PEI,Cornwall,347,Major Market,Coffee,Colombian,Regular,Outlier
1945,324,454,75,55,-3287,300,400,60,2019-11-30,Atlantic,Newfoundland,Mount Pearl,2050,Major Market,Coffee,Colombian,Regular,Outlier
1946,381,675,211,83,933,390,660,200,2019-11-30,Atlantic,PEI,Cornwall,646,Major Market,Espresso,Regular Espresso,Regular,Outlier
1947,0,31,294,145,8252,-320,0,210,2019-12-31,Central,Ontario,Waterloo,775,Small Market,Tea,Green Tea,Regular,Normal
1948,0,66,135,155,3641,-210,60,130,2019-12-31,Atlantic,PEI,Cornwall,212,Major Market,Espresso,Caffe Mocha,Regular,Normal
1949,0,148,241,96,5121,-150,100,180,2019-12-31,Atlantic,PEI,Cornwall,716,Major Market,Herbal Tea,Mint,Decaf,Normal
1950,0,192,224,117,4216,-150,220,260,2019-12-31,West,British Columbia,Kelowna,620,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
1951,0,102,127,63,2947,-90,120,150,2019-12-31,West,British Columbia,Kelowna,620,Major Market,Coffee,Amaretto,Regular,Normal
1952,0,99,47,72,571,-10,90,40,2019-12-31,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Espresso,Caffe Mocha,Regular,Normal
1953,0,45,20,41,218,0,40,10,2019-12-31,North,Northwest Territories,Hay River,4500,Small Market,Espresso,Regular Espresso,Regular,Normal
1954,0,45,20,41,218,-10,30,10,2019-12-31,North,Nunavut,Pangnirtung,573,Small Market,Tea,Earl Grey,Regular,Normal
1955,0,45,20,40,-598,-10,30,10,2019-12-31,Atlantic,New Brunswick,Bathurst,580,Small Market,Espresso,Caffe Latte,Regular,Normal
1956,0,45,20,40,218,0,30,10,2019-12-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Green Tea,Regular,Normal
1957,0,112,47,72,521,20,130,50,2019-12-31,Central,Ontario,Kitchener,503,Large Market,Coffee,Amaretto,Regular,Normal
1958,0,112,47,71,521,0,100,40,2019-12-31,Prairie,Alberta,Edmonton,450,Large Market,Herbal Tea,Lemon,Decaf,Normal
1959,0,112,47,71,521,10,110,40,2019-12-31,West,British Columbia,Vancounver,510,Large Market,Coffee,Decaf Irish Cream,Decaf,Normal
1960,0,118,49,74,335,10,90,30,2019-12-31,Atlantic,New Brunswick,Bathurst,580,Large Market,Espresso,Caffe Mocha,Regular,Normal
1961,0,118,49,74,335,0,100,40,2019-12-31,North,Nunavut,Kugluktuk,417,Large Market,Herbal Tea,Chamomile,Decaf,Normal
1962,0,118,49,73,335,0,80,30,2019-12-31,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular,Normal
1963,0,118,49,73,335,10,110,40,2019-12-31,North,Northwest Territories,Hay River,4500,Small Market,Espresso,Caffe Mocha,Regular,Normal
1964,0,131,55,79,627,0,100,40,2019-12-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular,Normal
1965,0,131,55,79,627,-10,90,40,2019-12-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular,Normal
1966,0,131,55,79,-1053,0,100,40,2019-12-31,North,Yukon,Whitehorse,985,Small Market,Espresso,Caffe Latte,Regular,Normal
1967,0,131,55,78,627,10,120,50,2019-12-31,Prairie,Manitoba,Brandon,1200,Small Market,Espresso,Caffe Mocha,Regular,Normal
1968,0,24,10,15,594,10,20,0,2019-12-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1969,1,88,39,48,250,20,100,40,2019-12-31,Central,Ontario,Waterloo,775,Small Market,Coffee,Colombian,Regular,Normal
1970,1,98,41,56,482,20,110,40,2019-12-31,Central,Ontario,Kitchener,503,Large Market,Coffee,Colombian,Regular,Normal
1971,2,88,39,47,250,10,60,20,2019-12-31,North,Northwest Territories,Hay River,4500,Small Market,Herbal Tea,Lemon,Decaf,Normal
1972,2,88,39,47,250,0,70,30,2019-12-31,North,Nunavut,Rankin Inlet,636,Small Market,Tea,Green Tea,Regular,Normal
1973,6,103,46,51,422,10,80,30,2019-12-31,Prairie,Alberta,Edmonton,450,Major Market,Tea,Darjeeling,Regular,Normal
1974,6,103,46,51,422,40,130,50,2019-12-31,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf,Normal
1975,6,103,46,51,422,10,90,40,2019-12-31,Central,Ontario,Ottawa,971,Small Market,Espresso,Caffe Latte,Regular,Normal
1976,7,69,31,31,1009,20,60,20,2019-12-31,Atlantic,New Brunswick,Bathurst,580,Small Market,Herbal Tea,Lemon,Decaf,Normal
1977,7,103,46,50,422,10,70,30,2019-12-31,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Herbal Tea,Lemon,Decaf,Normal
1978,8,69,31,30,1009,10,60,30,2019-12-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular,Normal
1979,8,69,31,30,1009,30,80,30,2019-12-31,Central,Ontario,Waterloo,702,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
1980,9,41,16,16,851,10,30,10,2019-12-31,Atlantic,New Brunswick,Bathurst,580,Small Market,Herbal Tea,Chamomile,Decaf,Normal
1981,10,41,16,15,851,20,40,10,2019-12-31,North,Northwest Territories,Hay River,4500,Small Market,Tea,Darjeeling,Regular,Normal
1982,10,41,16,15,851,20,40,10,2019-12-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Amaretto,Regular,Normal
1983,10,41,16,15,851,10,30,10,2019-12-31,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular,Normal
1984,11,89,38,40,256,10,70,30,2019-12-31,North,Nunavut,Pangnirtung,573,Small Market,Tea,Darjeeling,Regular,Normal
